"city_matched","label","State","Population_city","hosp_count","mean_rating","median_rating","ACCESS2_city","hcoverage_city","BINGE_city","BPHIGH_city","BPMED_city","CANCER_city","CASTHMA_city","CHD_city","CHECKUP_city","CHOLSCREEN_city","COLONSCREEN_city","COPD_city","COREM_city","COREW_city","CSMOKING_city","DIABETES_city","HIGHCHOL_city","KIDNEY_city","LPA_city","MAMMOUSE_city","MHLTH_city","OBESITY_city","PAPTEST_city","SLEEP_city","STROKE_city","long","lati","PlaceName"
"sandy","Sandy, UT","UT",87461,2,4,4,11,89,13.5,24.4,51.4,6.1,8.7,4.6,59.8,71.5,72.8,3.8,37.4,34.9,9.8,7.1,31.5,2.5,15,76.4,9.6,24.7,82.6,30.2,2.3,-111.852431062,40.5702254423,"Sandy"
"santa ana","Santa Ana, CA","CA",324528,2,2,2,31.8,68.2,15.2,28.6,52.6,4.7,8.8,6.3,62.6,72.2,51.3,6,20.8,22.5,17.1,13.4,32.8,3,32.5,76.1,14.5,26.9,75.8,35.7,3.1,-117.881890237,33.7366948419,"Santa Ana"
"santa barbara","Santa Barbara, CA","CA",88410,2,5,5,15.6,84.4,17.2,27.1,51.2,6,8.5,5.3,62.1,73.5,65.2,5.1,30.5,31.3,13.5,8.5,31.1,2.4,19,80.1,11.3,23.7,83.7,31.2,2.4,-119.720187334,34.4285733874,"Santa Barbara"
"santa clara","Santa Clara, CA","CA",116468,1,3,3,10.4,89.6,14.4,25.9,50.3,5.4,7.3,4.4,65.9,75.4,65.5,3.9,28.8,31.8,10.3,8.1,31.3,2.2,17.8,82,8.9,18.1,81.4,32.9,2,-121.967932117,37.3646197504,"Santa Clara"
"santa clarita","Santa Clarita, CA","CA",176320,1,3,3,13.8,86.2,18.1,25.3,49.8,6.1,7.9,5.2,66.9,76.1,65.9,4.8,27.9,30,13.5,8.4,34,2.3,18.2,81.9,10.8,22.7,84.4,34.4,2.3,-118.503504698,34.4119039185,"Santa Clarita"
"santa fe","Santa Fe, NM","NM",67947,2,2,2,17.8,82.2,14.3,22.8,51.2,5.9,9.1,4.9,59,70.4,58.4,4.9,35.6,27.1,16,7.9,28.4,2.8,17,70.8,10.9,19.4,82,27.1,2.4,-105.972662995,35.6662719601,"Santa Fe"
"santa maria","Santa Maria, CA","CA",99553,1,3,3,30.9,69.1,14.5,29.4,52.5,5.4,9.6,6.8,59.5,70.3,53.5,7.1,24.6,24.3,18.3,12.6,32.3,3,30,74.8,15.3,29.3,76.9,35.9,3.3,-120.443326954,34.9333735757,"Santa Maria"
"santa monica","Santa Monica, CA","CA",89736,2,4,4,8.7,91.3,18.1,25.8,50.2,6.3,7.6,4.7,67.8,76.3,68.7,4,29.8,31.7,10.7,7.2,34.1,2.1,14.2,83.3,9.2,20.3,85.9,31.6,2.1,-118.481563937,34.0231891612,"Santa Monica"
"santa rosa","Santa Rosa, CA","CA",167815,4,3,3,15.5,84.5,16.7,26.3,50.9,6.2,8.8,5.4,61.3,74.1,64.5,5.6,30.5,31.1,15.1,8.5,30.7,2.3,20.1,80.5,12.2,23.2,83.4,31,2.5,-122.706005935,38.4464423102,"Santa Rosa"
"savannah","Savannah, GA","GA",136286,3,2,2,23.5,76.5,13.5,39.1,67.3,5.7,10.3,6.5,73.7,76.1,62.5,7.6,28.5,25.9,21,14,37,3.5,26.9,77.5,13.9,36,81.5,44.6,4.2,-81.1783435493,32.0283615157,"Savannah"
"schaumburg","Schaumburg, IL","IL",74227,2,4,4,9,91,21.6,24.1,57.9,5.7,8.2,4.6,69.3,74.6,65.5,4.4,36.7,33.5,14.4,7.3,30.5,2.1,19.1,79.1,8.8,21.1,81.5,32.1,2.2,-88.0838663543,42.0305488755,"Schaumburg"
"schenectady","Schenectady, NY","NY",66135,2,2,2,17.4,82.6,16,31.9,60.8,5.9,11.5,6.5,72.4,76.5,60.3,8.3,28.6,29.4,23.2,10.8,36.3,2.2,28.6,73.9,15,32.5,79,41.6,3.5,-73.9275333869,42.8025204414,"Schenectady"
"scottsdale","Scottsdale, AZ","AZ",217385,3,3,3,9.3,90.7,17.1,25.6,54.4,6.3,9,4.7,66.1,73.3,70.1,4.9,37.1,37.7,14,6.5,33,3,14.6,81.4,9.4,23.2,85.1,30.8,2.1,-111.865085877,33.6872493651,"Scottsdale"
"scranton","Scranton, PA","PA",76089,3,2,2,16.2,83.8,16.5,33.4,62.7,6.2,10.8,6.9,70.5,72.2,58.5,7.9,33.1,26.9,25.2,10.5,31.9,2.5,27.3,73.3,14.8,32.1,76.1,39.6,3.2,-75.6649126898,41.4043729362,"Scranton"
"seattle","Seattle, WA","WA",608660,8,4,4,9.5,90.5,19.1,27.3,50.9,6.3,9.2,4.6,61.1,72.7,68.9,4.4,32.7,37.1,11.7,7.5,29.7,2.6,13.6,77.2,9.5,22.4,82.3,29.9,2.4,-122.323532482,47.622154338,"Seattle"
"shreveport","Shreveport, LA","LA",199311,6,4,4,24.7,75.3,15.7,43.5,68.2,5.9,9.3,7.8,75.7,73.1,58.9,7.5,34.5,36,25.9,12.7,35.1,3,31.7,76.5,14.2,37.1,82.5,40.7,4.2,-93.7962236108,32.4671618864,"Shreveport"
"simi valley","Simi Valley, CA","CA",124237,1,2,2,11.4,88.6,18.5,27.8,51.5,6,8.2,5,62.6,76.6,67.7,4.9,28.7,29.8,13.2,7.7,32.4,2.3,18.8,80.9,10.6,21.6,84.7,29,2.2,-118.748980462,34.2662462857,"Simi Valley"
"sioux city","Sioux City, IA","IA",82684,2,3,3,14.1,85.9,19.7,30.3,60.6,5.9,8.7,6,70.9,69.6,62.9,6.3,38.4,33.7,22.8,9.7,35.3,2.6,27.7,77,10.8,35.5,80.3,33.2,2.9,-96.3913834837,42.4963149039,"Sioux City"
"sioux falls","Sioux Falls, SD","SD",153888,5,4,4,11.8,88.2,18.7,28.1,60.8,6.1,8.5,6,70.1,72.6,66.2,5.3,42.6,36.3,19,7.7,30,2,19.8,79.1,8.6,30.5,85.4,27.4,2.7,-96.7313495858,43.5388067537,"Sioux Falls"
"south bend","South Bend, IN","IN",101168,3,4,4,22.9,77.1,13.6,34.4,65.4,6,11.5,7,61.2,70.8,56.3,8.7,29.1,27.8,25,12.1,34.4,2.9,29.6,69.9,14.9,37.3,74.3,40.6,3.7,-86.2690372417,41.6769914549,"South Bend"
"southfield","Southfield, MI","MI",71739,3,4,4,13.1,86.9,16.5,37.8,63.3,6.2,11.5,6,76.6,79.8,69,6.3,29.3,31.7,17.6,12.1,32.7,3.6,23.6,83.8,11.8,36.7,86.1,43.5,3.5,-83.2605284738,42.4765016267,"Southfield"
"sparks","Sparks, NV","NV",90264,1,3,3,19.4,80.6,19.4,27.4,51.6,6,9.3,6,60.4,73,60.3,7.2,31.1,27.2,19.3,8.7,33.2,3,20.5,70.6,12.2,22.6,77.8,33.9,2.8,-119.713134168,39.573373276,"Sparks"
"spokane","Spokane, WA","WA",208916,4,3,3,12.9,87.1,18.5,29.8,52,6.9,10.6,6.1,63.1,68.5,67.4,6.9,32.2,33.6,19.6,9,33,2.9,19.7,76.3,12.9,32.6,79.2,32.9,3,-117.415973291,47.6736243259,"Spokane"
"spokane valley","Spokane Valley, WA","WA",89755,2,3,3,11.5,88.5,19.6,28.4,51,6.9,10.2,5.8,63.3,69.8,69.1,6.5,32.5,34.6,19,8.5,32.4,2.8,18.6,77.2,12.3,31.5,81,32.5,2.7,-117.234571922,47.662556574,"Spokane Valley"
"springdale","Springdale, AR","AR",69797,2,4,4,25.3,74.7,13.9,32.5,61.4,6.1,9.5,8,61.7,66.8,51.5,9,30.4,27.5,25.6,11.9,34.1,3.2,33.6,66.2,15.2,34.5,73.7,36.2,3.5,-94.1536274531,36.1869932598,"Springdale"
"springfield","Springfield, IL","IL",116250,2,2,2,12.7,87.3,19.1,32.9,63,6,10.3,5.9,65.5,73.7,60.3,6.5,35.9,31.1,19.9,9.3,31.8,2.5,24.7,74.4,11.9,32.2,80.3,34.8,2.9,-89.6540780049,39.7716473322,"Springfield"
"springfield","Springfield, MA","MA",153060,3,3,3,17.6,82.4,15.1,35.6,62.6,6,14.5,7.3,76.5,75.5,63.3,9.5,26.9,26.8,24.4,14,33.7,4.3,33.3,83,17.3,33.1,82.7,43.5,3.8,-72.5395254143,42.1154977999,"Springfield"
"springfield","Springfield, MO","MO",159498,3,4,4,17.6,82.4,15.1,29.7,64.4,6.4,10.2,6.8,63.5,69.7,58.7,8.6,40.3,34.6,24.4,10,32.4,2.4,26.2,68,13.9,35.9,75.6,34.6,3.2,-93.2914273656,37.1942661484,"Springfield"
"st. george","St. George, UT","UT",72897,1,4,4,16.7,83.3,10.2,26.3,53.3,6,9.3,5.5,59.2,67.2,65.3,4.8,32.1,30.5,10.2,7.8,30.4,2.9,18.3,73.9,11.2,26.1,75.4,31.9,2.8,-113.579352503,37.0787444634,"St. George"
"st. joseph","St. Joseph, MO","MO",76780,1,5,5,16.6,83.4,15.6,30.8,63.6,6.4,9.9,6.7,65.9,69.9,59.6,8.3,36.4,36.4,24.8,9.9,35.3,2.4,27.9,70.1,13.4,32.4,77.4,37.9,3.1,-94.8209246813,39.7598312179,"St. Joseph"
"st. louis","St. Louis, MO","MO",319294,7,2,2,19.3,80.7,14.9,35.2,67.8,5.9,11.2,7,71.7,70.6,58.8,8.2,36.5,30.2,24.9,13.8,31.1,3.3,27.6,71.2,14,37,78.3,39,4.3,-90.2451186799,38.6358122615,"St. Louis"
"st. paul","St. Paul, MN","MN",285068,4,3,3,12.7,87.3,18,27.7,59.8,5.9,9,5.5,68.6,73.8,64.7,5.2,30.5,34.5,19.7,9.1,31.2,2.3,22.6,80.6,10,29.6,81.9,31.2,2.9,-93.1039958305,44.9477402558,"St. Paul"
"st. petersburg","St. Petersburg, FL","FL",244769,6,2,2,19.2,80.8,19.5,32.4,61.8,6.5,9.1,6.4,71.3,75.9,65,7.2,34.3,33.3,22.3,9.7,34.6,2.9,21.5,78.7,13.4,29,79.9,38.3,3.1,-82.6650743239,27.792894971,"St. Petersburg"
"stamford","Stamford, CT","CT",122643,1,3,3,13.3,86.7,17.1,29.2,57.1,6.2,8.6,5,66.2,78.1,68.8,4.9,33.7,38.3,16,8.2,30.6,2.3,20,81.4,10.3,24.2,85.1,34.3,2.4,-73.5589363142,41.1049145013,"Stamford"
"stockton","Stockton, CA","CA",291707,3,2,2,23.4,76.6,13.6,33.9,56,5.2,9.4,6.4,63.2,70.7,56.4,6.7,25.4,23.4,18,12.1,35.5,2.8,31,76.3,14.1,29.4,76.2,38,3.4,-121.311121669,37.9766322679,"Stockton"
"suffolk","Suffolk, VA","VA",84585,1,4,4,15.6,84.4,14.4,32,65.3,5.6,9.6,5.8,76.2,77.9,67.5,6.3,40,33.6,21.4,10.7,31.2,2.5,25.7,82.2,11.2,33.6,85.1,39.3,3.2,-76.6414278469,36.6930367981,"Suffolk"
"sugar land","Sugar Land, TX","TX",78817,6,4,4,13.9,86.1,15.6,28.2,59.4,5.4,6.6,4.2,69.6,78.9,65.7,3.6,32.5,35.5,11.2,8.4,34.4,2.5,20.9,79.5,7.2,21.1,79.7,32.8,2,-95.627455775,29.5974680902,"Sugar Land"
"surprise","Surprise, AZ","AZ",117517,1,3,3,13.4,86.6,16.4,26.3,55,6.2,9.6,5.3,65.5,72.9,66.3,5.9,35.1,35.3,17.4,7.9,33.1,3.2,18.5,79.6,11.2,26.3,82.9,33.7,2.5,-112.452218439,33.6803835177,"Surprise"
"syracuse","Syracuse, NY","NY",145170,3,2,2,19.1,80.9,14.8,33.3,62.3,5.9,12.1,7,72.6,75,60.4,9.1,28.5,25.6,24.1,11.8,36,2.4,30.7,75.1,15.8,33.7,77.8,39.7,4,-76.1437679213,43.0409202097,"Syracuse"
"tacoma","Tacoma, WA","WA",198397,4,3,3,14.1,85.9,16.9,32.6,53.8,6.3,10.9,5.9,63.4,69.9,63.7,6.7,33.4,31,20.2,9.6,33.8,3,21.6,75.6,12.7,30.8,77.1,37.7,3,-122.45447391,47.2425411445,"Tacoma"
"tallahassee","Tallahassee, FL","FL",181376,2,2,2,19.3,80.7,17.4,31.7,64.5,6.3,9.4,5.9,72.2,77.8,68.6,6.7,36.1,33.1,18.9,9.9,33.4,3.1,21.7,80.2,13.2,28.7,80.9,36.6,3.2,-84.2526459938,30.4548951211,"Tallahassee"
"tampa","Tampa, FL","FL",335709,7,2,2,22.6,77.4,17.5,36.3,63.7,6,9.3,6.5,70.8,74.9,62.5,7.1,31.1,29.8,19.9,11.5,34.2,3.2,23.3,77.6,13.7,30.6,79.6,37.9,3.4,-82.4450349799,27.996198041,"Tampa"
"temecula","Temecula, CA","CA",100097,1,3,3,11.9,88.1,18,28.2,48.5,6.1,8.3,5.1,67.2,75.8,66.7,5,28.6,31.5,14.3,8.2,32.6,2.3,19.9,82,10.9,24.3,84.1,35.4,2.3,-117.12239028,33.5029980884,"Temecula"
"thornton","Thornton, CO","CO",118772,2,3,3,16.6,83.4,17.5,26,49.2,5.9,8.6,4.8,58.7,72.4,63.3,4.9,35.6,32.9,18.5,7.5,30.9,2.4,18.2,73.8,10,25.1,82.4,31.1,2.4,-104.944956758,39.9193994188,"Thornton"
"thousand oaks","Thousand Oaks, CA","CA",126683,1,3,3,10,90,18.6,27.6,51.5,6.2,8,4.7,63,76.7,69.9,4.4,30.4,31.6,11.8,6.9,32.3,2.1,16.8,81.8,9.8,20.4,85.6,27.6,2.1,-118.874888411,34.1917745655,"Thousand Oaks"
"toledo","Toledo, OH","OH",287208,6,3,4,18.3,81.7,17.4,36.2,66.1,5.8,11.5,7.8,68.6,71.8,57.6,9.7,28.8,31,25.5,13.3,31.4,3.3,32.5,73,15.7,41,75.7,40.2,3.9,-83.5823818449,41.6637399604,"Toledo"
"topeka","Topeka, KS","KS",127473,2,4,4,20,80,14.6,32.1,62.3,6.2,10,6,67.1,70.6,63.4,7.2,38.2,39.6,24.1,10.8,34,2.6,26.1,75.9,11,34.9,79.2,31.4,3.1,-95.6954155341,39.0359549911,"Topeka"
"torrance","Torrance, CA","CA",145438,2,3,3,10.6,89.4,15.7,24.9,50,5.5,6.9,4.4,68.2,75.8,65.9,3.8,27.7,31.1,11,8,34.1,2.1,17.4,82.9,9,17.7,81.7,34.8,2,-118.341641983,33.8345985464,"Torrance"
"tracy","Tracy, CA","CA",82922,1,3,3,16,84,16.5,30.2,53.2,5.5,8.5,5.5,64.2,74,63.6,5.4,27.7,26.9,15.2,9.6,34,2.5,24.5,79.7,11.8,26.1,82.6,35.1,2.7,-121.444621463,37.7243277375,"Tracy"
"trenton","Trenton, NJ","NJ",84913,2,2,2,28.7,71.3,14.1,38.2,64.5,5.1,11.3,7.9,74.3,75.3,51,8.8,24.6,18,27,15.2,36.1,3,34.8,73.6,16,39.3,77.5,45.3,4.7,-74.7639943311,40.2237289981,"Trenton"
"troy","Troy, MI","MI",80980,1,3,3,8.5,91.5,19.9,27,56.1,6.4,8.7,5.2,71,79.4,71.3,4.9,35.4,38,13.3,7.4,33.2,2.6,17.6,81.9,9,23.2,84.4,34.2,2.1,-83.1457545154,42.5817340358,"Troy"
"tucson","Tucson, AZ","AZ",520116,7,2,3,20.6,79.4,13.7,29.6,56.2,6,10.4,6.1,62.9,69.9,58,7.4,29.3,30.1,19.2,10,35,3.7,22.6,73.5,13.3,30.4,75.7,34.8,3.1,-110.877085494,32.1567244483,"Tucson"
"tulsa","Tulsa, OK","OK",391906,12,3,3,18.4,81.6,13.4,36.1,63.9,5.8,10,6.9,61.9,70.7,60.1,7.5,40.4,38.6,21.4,11.1,34.6,2.6,28.1,67.1,14.2,31.7,76,36.6,3.3,-95.9036195464,36.1284213425,"Tulsa"
"turlock","Turlock, CA","CA",68549,1,3,3,18.1,81.9,17.1,28.4,52.7,6,9.1,6.1,64.5,71.5,62.1,6.5,27.7,28.5,17.1,9.8,32.4,2.6,24.1,78.7,13.3,28.8,80.4,34.5,2.9,-120.858762412,37.5052158271,"Turlock"
"tuscaloosa","Tuscaloosa, AL","AL",90468,1,2,2,18.5,81.5,12.1,40,69,6.5,10.9,7.4,74.3,74.4,64.2,9.1,36,33.7,23.2,13.6,38.7,2.9,28.6,79.8,15.9,38.5,81,41.4,4.1,-87.5268004073,33.2336083951,"Tuscaloosa"
"tyler","Tyler, TX","TX",96900,4,4,4,24.7,75.3,15.4,33.3,64.5,5.9,9.4,6,68.9,73.2,60,6.6,32.4,31,19.6,11.5,33,3.4,29.4,74.7,11.6,34.7,76.7,35.7,3.4,-95.3050093799,32.3154021183,"Tyler"
"upland","Upland, CA","CA",73732,1,2,2,15.6,84.4,16.6,27.5,52.1,5.9,8.6,5.3,66,72.1,64.4,5.4,31.2,29.6,14.3,9.3,32,2.4,20.8,80.8,11.7,24.5,83.3,35.2,2.6,-117.660290062,34.1178445701,"Upland"
"vacaville","Vacaville, CA","CA",92428,1,3,3,12.8,87.2,19,28.2,52.9,6,8.6,5.6,64.6,75.2,66.4,5.4,28.7,30.7,15.6,8.9,31.9,2.4,19.8,79.2,11.5,26.2,83.1,33.5,2.6,-121.96903046,38.3597235063,"Vacaville"
"vallejo","Vallejo, CA","CA",115942,2,3,3,16.3,83.7,14.5,31,55.8,5.3,8.9,5.5,65.7,73.1,60.8,5.7,25.2,26.6,15.8,11.1,32.6,2.6,24.6,77.9,12.2,26.6,77.3,36.9,3,-122.235518478,38.1135329247,"Vallejo"
"vancouver","Vancouver, WA","WA",161791,2,3,3,12.8,87.2,17.3,29.5,52.7,6.6,10.7,5.9,59.9,71.8,66.9,6.5,31.3,37,18.4,9,32.3,2.9,19.5,78.5,12.4,29.5,80.4,34.4,2.8,-122.598539476,45.6357172365,"Vancouver"
"victorville","Victorville, CA","CA",115903,2,2,2,22.8,77.2,15.1,31.5,54.4,5.6,9.9,6.8,64.9,70.1,55.4,7.5,25.8,23,19.1,12.7,33.1,2.9,27.8,77,14.9,30.4,79.6,39.2,3.6,-117.353855136,34.5277691103,"Victorville"
"virginia beach","Virginia Beach, VA","VA",437994,2,4,4,12.7,87.3,17.1,29.8,60.9,5.8,8.6,5.3,73.6,79.7,72.3,5.3,36.2,37.3,18.6,8.4,34,2.3,21.4,81.1,9.8,29.5,86,36.1,2.5,-76.0589579522,36.7534593339,"Virginia Beach"
"visalia","Visalia, CA","CA",124442,2,2,2,19.4,80.6,16.3,28.9,52.5,5.9,9,6.1,64.7,69.2,58.5,6.4,27.5,26.7,15.7,10.2,32.9,2.6,25.1,76.6,13.2,29.4,81.8,32.8,2.9,-119.325273214,36.3270623157,"Visalia"
"waco","Waco, TX","TX",124805,2,2,2,29.7,70.3,15.1,36.5,64.2,5.7,9.7,6.5,67.1,70.9,56.3,7.4,29,30.2,20.8,13.1,34.7,3.6,31.6,74.3,12.8,36.4,74.5,35.9,3.7,-97.1883333282,31.5597607137,"Waco"
"warner robins","Warner Robins, GA","GA",66588,3,3,3,21.7,78.3,13.3,37.8,64.8,5.9,9.6,6.5,75.1,75.9,62.9,7.6,33.4,27.7,19.3,12.5,35,3.3,26.9,79.1,13.3,33.6,81.9,40.7,3.6,-83.6530271267,32.5985113609,"Warner Robins"
"warren","Warren, MI","MI",134056,2,2,2,16,84,19.3,34.7,60.8,6.5,11.1,7.3,69.8,75.1,66.4,9,35.6,28.9,27.2,10.1,35.9,3.1,29,77.4,14.1,34.9,77.6,38.7,3.2,-83.0270075248,42.4934233034,"Warren"
"warwick","Warwick, RI","RI",82672,1,3,3,8,92,20,30.2,57.9,6.3,10.4,5.4,80.6,80.9,72.8,5.7,36.3,38.5,18.3,7.7,31,2,22,84.7,11.5,28.9,86.4,36.5,2.4,-71.4345615049,41.7064727301,"Warwick"
"washington","Washington, DC","DC",601723,8,1,1,9.9,90.1,20.3,31.2,59.3,5.7,10.2,4.8,72,80,66.9,5.1,31.5,28.7,18,10,32.4,2.6,20.5,79.9,10.9,25.4,86,35.2,3.5,-77.0147205666,38.9099241426,"Washington"
"waterbury","Waterbury, CT","CT",110366,2,2,2,19,81,13.8,32.6,59.6,6.1,11.2,6.5,68.5,76.2,63.1,7.5,32.1,33.3,21.9,11.2,32.8,2.8,29,79.9,14.5,34.5,81.1,41.9,3.4,-73.036129832,41.5582443266,"Waterbury"
"waterloo","Waterloo, IA","IA",68406,3,3,3,12.9,87.1,21.1,30,61.8,6,9,6.2,70.2,71.6,63.7,6.3,35.7,33.2,21.6,9.8,35,2.6,25.3,80,10.9,35.3,82.8,33.5,3.1,-92.3521759342,42.4919736932,"Waterloo"
"waukegan","Waukegan, IL","IL",89078,4,4,4,25.9,74.1,16.4,31.6,62,5.2,10.3,6.9,64.6,72.1,53.4,7,24.5,23.2,20.3,13.1,32.6,3.1,32.6,74.1,13.4,35.6,77.3,37.3,3.7,-87.8712595095,42.3702955582,"Waukegan"
"waukesha","Waukesha, WI","WI",70718,1,4,4,10.1,89.9,23.5,28,57.9,6,9.3,5.1,66,74.8,66.8,4.8,33.1,33.5,16.8,8,30.5,2.3,18.9,80.5,10.2,30.7,84.6,29.7,2.4,-88.2457679157,43.0093332215,"Waukesha"
"west covina","West Covina, CA","CA",106098,2,2,2,18.8,81.2,14.8,25.9,50.2,4.9,7.2,5,67.1,74.5,59.7,4.2,24.1,26.3,12.3,10.6,34.6,2.4,22.8,81.2,10.5,22.3,80.4,37.1,2.4,-117.91128206,34.0554415174,"West Covina"
"west jordan","West Jordan, UT","UT",103712,1,3,3,14.3,85.7,13,24.7,51.6,6,9,4.9,59.2,71,70,4.2,35.7,33.3,11.1,8.1,31.6,2.7,17.4,74.9,10.6,26.5,80.9,31.9,2.5,-112.000961848,40.6022598635,"West Jordan"
"west palm beach","West Palm Beach, FL","FL",99919,3,2,2,24,76,16.1,34.4,63.5,6.1,9,6.5,72.6,76.5,64.6,7,32.9,28.4,19.5,11,35.8,3.3,24.9,78,13.5,27.2,81.4,40.6,3.3,-80.1337397544,26.7478714655,"West Palm Beach"
"westminster","Westminster, CO","CO",106114,1,4,4,13.6,86.4,18.7,25.1,50.1,5.9,8.5,4.6,59.6,74,65.1,4.6,38.2,34.5,17,6.7,30.2,2.2,16.1,74.1,9.4,22.3,83.4,28.9,2.3,-105.062645316,39.8838511475,"Westminster"
"whittier","Whittier, CA","CA",85331,2,3,3,20.2,79.8,17.1,25.5,49.2,5.4,7.6,5.4,66.2,75,61.8,4.6,26,26.9,12.9,10.3,34.5,2.5,21.5,81.2,11.3,25.7,84.3,35.2,2.4,-118.018796341,33.9678255596,"Whittier"
"wichita","Wichita, KS","KS",382368,6,4,4,20,80,13.9,32.3,61.2,6.2,9.6,6.1,67.9,70.6,64.3,6.8,33.3,32.3,20.8,11.1,34,2.7,25.8,74.5,10.8,34.3,81,32.7,3.1,-97.3429366807,37.690561478,"Wichita"
"wichita falls","Wichita Falls, TX","TX",104553,2,4,4,22.5,77.5,16.6,32.7,61.3,6.1,9.1,6.3,70.2,72.8,60.6,6.8,31.5,31.9,21,11.4,33.9,3.3,28.7,75.4,11.2,34.1,77.5,33.5,3.1,-98.5292981697,33.9072739838,"Wichita Falls"
"wilmington","Wilmington, DE","DE",70851,2,4,4,18.3,81.7,14.7,39.4,68.5,5.7,11,6.5,74.4,75.5,62,7.2,28.8,30.4,24.6,13.8,34.2,3.6,31.4,82.5,14.4,39.3,84.4,44.2,4.2,-75.5418960925,39.7412748227,"Wilmington"
"wilmington","Wilmington, NC","NC",106476,2,3,3,19.5,80.5,15.1,34.7,62.3,6,8.7,6.4,75,76.7,67.6,6.7,40.8,40.4,18.8,9.5,34.8,2.4,20.5,81.8,12.4,28.2,83.6,32.5,3.2,-77.8872842368,34.2102758569,"Wilmington"
"winston-salem","Winston-Salem, NC","NC",229617,3,3,3,23.8,76.2,12.7,34.1,66,5.8,9.1,6.7,75.4,76.1,66.6,7.2,41,41,20.5,11.6,35.1,2.7,24.8,81.1,13,34.8,81.5,36.3,3.7,-80.2609889241,36.1029453039,"Winston-Salem"
"worcester","Worcester, MA","MA",181045,3,2,2,11.2,88.8,16,30.3,59.8,6.5,12.1,6.4,77.4,78.7,66.9,7.5,29.8,28.7,21.4,10.8,33.9,3.1,24.9,84.7,14.4,31.1,85.4,40.4,2.9,-71.8079404584,42.2705425446,"Worcester"
"wyoming","Wyoming, MI","MI",72125,1,4,4,16.2,83.8,20.4,32.6,57.4,6.4,10.4,6.7,70.5,75.6,67,7.8,35.7,38.3,20.4,9.9,34.7,3.1,26.3,81.3,13,32.6,82.3,34.7,2.9,-85.7067229249,42.8909745661,"Wyoming"
"yakima","Yakima, WA","WA",91067,2,2,2,24.2,75.8,17.3,30.8,53.5,6.3,11.1,6.9,59.2,64.8,57.7,7.7,25.7,29.2,20.6,11.1,34.5,3.3,27.2,70.3,14.7,34.2,76.5,34.3,3.3,-120.547807614,46.5925792092,"Yakima"
"yonkers","Yonkers, NY","NY",195976,2,2,2,18.1,81.9,16,30.8,59.5,5.5,9.8,5.5,69.6,78.5,61.6,5.8,29.7,31.7,16,10.2,34.1,2.2,26.5,77.3,12.3,28.2,81.4,41.2,2.8,-73.8636959965,40.9465025597,"Yonkers"
"youngstown","Youngstown, OH","OH",66982,4,2,2,24.8,75.2,14.4,39.6,67.4,5.6,12.2,8.6,70.9,69.2,53.3,11.1,28,22.2,30.2,16.2,33.4,3.8,36.5,71,17.7,43.8,72.4,46,4.9,-80.6463187081,41.0993286607,"Youngstown"
"yuma","Yuma, AZ","AZ",93064,1,2,2,23.6,76.4,15.2,31.7,56.1,5.6,9.4,6.4,62.8,68.1,52.8,7,31.6,24.8,17.7,11.1,34.5,3.7,24.9,75.2,13.2,33.3,78.7,36,3.1,-114.54836837,32.5986027117,"Yuma"
